OD:595

Time	0:00:52	0:42:06	1:12:05	1:42:06	2:12:06	2:42:06	3:12:06	3:42:06	4:12:06	4:42:06	5:12:06	5:42:05	6:12:06	6:42:06	7:12:06	7:42:06	8:12:06	8:42:06	9:12:06	9:42:05	10:12:06	10:42:06	11:12:06	11:42:06	12:12:06	12:42:06	13:12:06	13:42:06	14:12:06	14:42:06	15:12:06	15:42:06	16:12:06	16:42:06	17:12:06	17:42:06	18:12:06	18:42:06	19:12:08	19:42:06	20:12:06	20:42:06	21:12:06	21:42:06	
A10	0.045	0.045	0.046	0.046	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.046	0.045	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.047	0.047	0.047	0.046	0.047	0.047	0.047	0.047	0.047	0.047	
A11	0.050	0.051	0.050	0.054	0.056	0.057	0.057	0.057	0.057	0.057	0.057	0.057	0.057	0.058	0.058	0.058	0.058	0.059	0.059	0.059	0.060	0.061	0.062	0.062	0.064	0.064	0.064	0.065	0.066	0.067	0.068	0.070	0.069	0.071	0.072	0.073	0.072	0.073	0.071	0.072	0.073	0.071	0.071	0.070	
A12	0.048	0.048	0.048	0.049	0.049	0.050	0.051	0.053	0.054	0.056	0.059	0.062	0.069	0.082	0.098	0.110	0.117	0.115	0.109	0.108	0.107	0.112	0.114	0.119	0.127	0.131	0.147	0.162	0.176	0.193	0.211	0.225	0.242	0.255	0.268	0.280	0.286	0.296	0.309	0.317	0.326	0.332	0.339	0.347	
B1	0.042	0.048	0.050	0.048	0.048	0.049	0.049	0.049	0.050	0.051	0.052	0.054	0.058	0.064	0.074	0.090	0.113	0.140	0.167	0.192	0.222	0.250	0.283	0.309	0.332	0.350	0.364	0.372	0.382	0.392	0.397	0.408	0.414	0.419	0.427	0.427	0.433	0.432	0.433	0.435	0.434	0.434	0.434	0.433	
B2	0.040	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.048	0.048	0.048	0.049	0.049	0.049	0.050	0.051	0.051	0.052	0.054	0.056	0.058	0.061	0.065	0.067	0.070	0.074	0.077	0.078	0.082	0.080	0.082	0.083	0.084	0.086	0.086	0.084	0.084	0.084	0.084	0.085	0.085	
B3	0.047	0.046	0.046	0.047	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.047	0.047	0.047	0.047	0.046	0.047	0.046	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.048	0.047	0.047	0.048	0.048	0.048	0.048	0.048	0.048	
B4	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.049	0.050	0.050	0.052	0.053	0.056	0.059	0.065	0.073	0.085	0.104	0.128	0.159	0.185	0.207	0.230	0.253	0.274	0.290	0.302	0.310	0.316	0.321	0.325	0.329	0.333	0.337	0.341	0.344	0.349	0.353	0.357	0.362	0.367	0.376	0.382	0.386	
B5	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.047	0.047	0.047	0.047	0.047	0.048	0.048	0.048	0.048	0.048	0.048	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	
B6	0.046	0.046	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.048	0.048	0.049	0.049	0.050	0.052	0.054	0.057	0.061	0.069	0.080	0.092	0.117	0.144	0.156	0.180	0.215	0.242	0.260	0.291	0.299	0.318	0.337	0.349	0.372	0.382	0.380	0.388	0.396	0.402	0.408	0.413	
B7	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.048	0.047	0.047	0.047	0.048	0.047	0.048	0.048	0.047	0.048	0.048	0.048	0.048	0.048	0.048	0.049	0.048	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.050	0.050	0.051	0.051	0.051	0.051	0.051	0.051	0.051	0.052	
B8	0.047	0.048	0.048	0.049	0.050	0.054	0.058	0.065	0.076	0.092	0.116	0.139	0.164	0.190	0.216	0.242	0.260	0.276	0.291	0.303	0.317	0.331	0.343	0.353	0.364	0.374	0.377	0.385	0.391	0.397	0.398	0.400	0.397	0.395	0.393	0.390	0.390	0.387	0.382	0.379	0.374	0.380	0.372	0.415	
B9	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.047	0.047	0.047	0.048	0.049	0.049	0.051	0.053	0.055	0.059	0.063	0.069	0.077	0.088	0.103	0.123	0.142	0.169	0.197	0.206	0.222	0.243	0.266	0.278	0.299	0.312	0.327	0.342	0.353	0.368	0.378	0.380	0.391	0.392	0.395	0.401	0.404	
B10	0.048	0.048	0.049	0.049	0.049	0.051	0.052	0.054	0.058	0.063	0.071	0.082	0.098	0.120	0.147	0.174	0.199	0.214	0.235	0.252	0.276	0.292	0.304	0.307	0.319	0.330	0.332	0.338	0.348	0.355	0.358	0.368	0.370	0.375	0.381	0.385	0.394	0.399	0.400	0.404	0.408	0.410	0.416	0.419	
B11	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.049	0.048	0.048	0.048	0.049	0.049	0.049	0.048	0.049	0.049	0.050	0.049	0.048	0.048	
B12	0.048	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.048	0.048	0.048	0.049	0.049	0.050	0.051	0.053	0.055	0.057	0.061	0.065	0.071	0.077	0.086	0.098	0.107	0.122	0.134	0.150	0.165	0.192	0.211	0.240	0.256	0.271	0.290	0.304	0.305	0.317	0.317	0.317	
C1	0.045	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.049	0.049	0.049	0.050	0.050	0.051	0.052	0.052	0.053	0.055	0.057	0.058	0.060	0.063	0.064	0.067	0.069	0.072	0.074	0.076	0.078	0.080	0.081	0.082	0.083	0.084	0.085	0.085	0.087	0.087	0.088	
C2	0.041	0.048	0.048	0.048	0.048	0.048	0.049	0.049	0.049	0.050	0.050	0.051	0.052	0.053	0.056	0.058	0.060	0.064	0.068	0.074	0.080	0.089	0.099	0.109	0.122	0.135	0.146	0.159	0.173	0.181	0.191	0.205	0.214	0.224	0.236	0.243	0.251	0.257	0.259	0.263	0.267	0.269	0.273	0.275	
C3	0.039	0.048	0.049	0.049	0.049	0.049	0.050	0.050	0.050	0.051	0.052	0.053	0.054	0.055	0.058	0.061	0.064	0.069	0.074	0.081	0.088	0.093	0.103	0.107	0.114	0.119	0.137	0.142	0.146	0.151	0.157	0.161	0.168	0.174	0.179	0.183	0.187	0.189	0.191	0.193	0.196	0.197	0.199	0.201	
C4	0.045	0.049	0.048	0.049	0.048	0.048	0.048	0.048	0.049	0.048	0.048	0.049	0.048	0.048	0.049	0.049	0.049	0.050	0.050	0.051	0.051	0.051	0.052	0.053	0.053	0.052	0.053	0.055	0.059	0.059	0.062	0.065	0.068	0.069	0.071	0.073	0.074	0.075	0.076	0.078	0.080	0.083	0.085	0.089	
C5	0.048	0.048	0.048	0.049	0.050	0.052	0.053	0.056	0.059	0.062	0.065	0.068	0.070	0.071	0.074	0.075	0.076	0.078	0.079	0.080	0.080	0.082	0.083	0.082	0.083	0.084	0.082	0.082	0.083	0.083	0.082	0.083	0.082	0.082	0.082	0.082	0.083	0.084	0.083	0.084	0.084	0.086	0.087	0.088	
C6	0.043	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.048	0.048	0.048	0.049	0.050	0.051	0.053	0.055	0.057	0.060	0.064	0.070	0.080	0.091	0.109	0.134	0.152	0.180	0.217	0.248	0.261	0.281	0.289	0.297	0.305	0.310	0.324	0.334	0.333	0.340	0.340	0.343	0.349	0.351	
C7	0.035	0.045	0.045	0.046	0.045	0.045	0.045	0.045	0.046	0.045	0.045	0.045	0.045	0.045	0.046	0.045	0.045	0.046	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.046	0.045	0.045	0.046	0.046	0.045	0.045	0.046	0.046	0.046	0.045	0.046	0.046	0.045	0.046	0.045	0.045	
C8	0.037	0.047	0.048	0.050	0.053	0.060	0.075	0.100	0.138	0.183	0.231	0.272	0.297	0.320	0.333	0.361	0.372	0.381	0.390	0.403	0.410	0.418	0.429	0.449	0.455	0.466	0.482	0.499	0.493	0.497	0.529	0.532	0.544	0.554	0.562	0.559	0.542	0.556	0.563	0.561	0.571	0.574	0.577	0.588	
C9	0.048	0.048	0.048	0.049	0.049	0.049	0.050	0.051	0.052	0.054	0.057	0.061	0.073	0.084	0.089	0.097	0.115	0.134	0.151	0.171	0.190	0.216	0.236	0.254	0.275	0.294	0.297	0.306	0.316	0.322	0.321	0.327	0.325	0.329	0.332	0.334	0.339	0.340	0.340	0.341	0.342	0.343	0.344	0.344	
C10	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.048	0.048	0.049	0.050	0.051	0.052	0.054	0.057	0.060	0.066	0.072	0.079	0.085	0.087	0.091	0.091	0.089	0.088	0.085	0.083	0.082	0.083	0.083	0.083	0.085	0.086	0.087	0.088	0.090	0.093	0.096	0.097	0.099	0.102	0.103	0.103	0.102	
C11	0.049	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.047	0.048	0.047	0.047	
C12	0.045	0.045	0.045	0.045	0.045	0.046	0.046	0.047	0.047	0.048	0.049	0.051	0.052	0.056	0.059	0.064	0.069	0.077	0.084	0.088	0.090	0.093	0.093	0.091	0.092	0.094	0.089	0.085	0.086	0.083	0.078	0.080	0.076	0.073	0.075	0.072	0.074	0.074	0.069	0.068	0.067	0.065	0.068	0.066	
D1	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.050	0.050	0.050	0.050	0.050	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.050	0.049	0.049	0.050	0.050	0.050	0.050	
D2	0.048	0.047	0.047	0.049	0.050	0.053	0.058	0.066	0.077	0.094	0.114	0.142	0.175	0.209	0.236	0.252	0.262	0.276	0.285	0.297	0.305	0.316	0.327	0.334	0.344	0.352	0.357	0.364	0.371	0.376	0.380	0.386	0.388	0.391	0.395	0.398	0.402	0.404	0.406	0.407	0.409	0.412	0.413	0.414	
D3	0.042	0.047	0.047	0.048	0.048	0.048	0.049	0.050	0.051	0.053	0.055	0.058	0.061	0.067	0.074	0.083	0.095	0.110	0.126	0.145	0.163	0.188	0.210	0.232	0.254	0.274	0.286	0.297	0.306	0.313	0.317	0.324	0.327	0.330	0.333	0.337	0.341	0.345	0.346	0.348	0.351	0.354	0.357	0.357	
D4	0.044	0.048	0.048	0.048	0.048	0.048	0.048	0.049	0.049	0.049	0.050	0.050	0.051	0.051	0.052	0.053	0.055	0.056	0.058	0.060	0.063	0.066	0.071	0.076	0.083	0.094	0.110	0.125	0.139	0.156	0.172	0.185	0.202	0.214	0.224	0.233	0.238	0.246	0.258	0.267	0.274	0.284	0.296	0.305	
D5	0.038	0.048	0.048	0.049	0.049	0.049	0.050	0.051	0.053	0.055	0.058	0.062	0.065	0.068	0.071	0.073	0.076	0.080	0.083	0.086	0.088	0.090	0.093	0.095	0.096	0.098	0.101	0.103	0.105	0.110	0.116	0.123	0.132	0.141	0.148	0.154	0.158	0.162	0.168	0.172	0.176	0.181	0.185	0.189	
D6	0.048	0.047	0.048	0.048	0.048	0.048	0.048	0.049	0.049	0.050	0.051	0.052	0.053	0.055	0.059	0.063	0.068	0.076	0.087	0.102	0.120	0.140	0.160	0.176	0.194	0.213	0.222	0.230	0.243	0.253	0.261	0.274	0.282	0.290	0.298	0.306	0.318	0.327	0.332	0.341	0.349	0.357	0.365	0.372	
D7	0.038	0.048	0.048	0.048	0.048	0.049	0.049	0.050	0.051	0.053	0.056	0.058	0.061	0.065	0.069	0.073	0.078	0.083	0.087	0.093	0.097	0.104	0.111	0.117	0.124	0.132	0.134	0.140	0.150	0.158	0.164	0.174	0.178	0.184	0.192	0.197	0.206	0.210	0.210	0.213	0.220	0.222	0.225	0.229	
D8	0.040	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.050	0.050	0.050	0.050	0.050	0.051	0.051	0.051	0.051	0.051	0.052	0.052	0.052	0.052	0.052	0.052	0.052	0.052	0.052	0.053	0.052	0.053	0.053	0.053	0.053	0.052	0.053	0.053	0.052	0.053	0.052	0.052	
D9	0.037	0.049	0.053	0.063	0.086	0.125	0.176	0.232	0.271	0.309	0.338	0.363	0.394	0.423	0.452	0.484	0.511	0.528	0.544	0.557	0.574	0.588	0.602	0.614	0.626	0.635	0.648	0.661	0.667	0.681	0.693	0.700	0.707	0.713	0.719	0.728	0.731	0.735	0.744	0.749	0.753	0.760	0.761	0.768	
D10	0.046	0.047	0.047	0.047	0.047	0.047	0.048	0.048	0.049	0.049	0.050	0.051	0.052	0.053	0.054	0.055	0.056	0.057	0.057	0.057	0.058	0.059	0.060	0.060	0.061	0.061	0.061	0.062	0.062	0.063	0.062	0.064	0.063	0.063	0.063	0.063	0.064	0.064	0.064	0.064	0.064	0.064	0.064	0.064	
D11	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.048	0.047	0.047	0.048	0.048	0.048	0.048	0.048	0.048	0.049	0.049	0.049	0.050	0.050	0.050	0.051	0.051	0.051	0.051	0.051	0.051	0.051	0.052	0.052	0.052	0.052	0.052	0.052	0.052	0.052	0.052	0.052	0.052	0.053	0.053	0.053	0.053	
D12	0.047	0.047	0.047	0.047	0.047	0.047	0.048	0.048	0.049	0.051	0.052	0.055	0.058	0.062	0.068	0.076	0.087	0.100	0.113	0.128	0.138	0.153	0.162	0.172	0.184	0.194	0.202	0.208	0.218	0.222	0.220	0.229	0.231	0.234	0.239	0.240	0.249	0.256	0.256	0.261	0.268	0.273	0.278	0.281	
E1	0.043	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.050	0.050	0.051	0.051	0.051	0.052	0.052	0.054	0.055	0.055	0.058	0.060	0.059	0.060	0.062	0.063	0.063	0.066	0.065	0.066	0.068	0.069	0.078	0.084	0.086	0.096	0.113	0.134	0.166	0.205	
E2	0.050	0.047	0.047	0.047	0.047	0.047	0.047	0.048	0.048	0.048	0.049	0.049	0.050	0.050	0.051	0.051	0.051	0.052	0.052	0.052	0.052	0.053	0.053	0.054	0.054	0.055	0.056	0.058	0.059	0.061	0.063	0.066	0.070	0.074	0.080	0.088	0.098	0.106	0.113	0.119	0.125	0.132	0.141	0.150	
E3	0.042	0.047	0.047	0.048	0.048	0.048	0.049	0.050	0.052	0.053	0.056	0.060	0.065	0.074	0.086	0.104	0.127	0.158	0.185	0.211	0.234	0.270	0.295	0.314	0.339	0.363	0.365	0.373	0.392	0.394	0.390	0.399	0.392	0.391	0.391	0.389	0.399	0.400	0.391	0.390	0.393	0.390	0.392	0.392	
E4	0.047	0.050	0.051	0.052	0.053	0.056	0.059	0.062	0.067	0.073	0.083	0.095	0.111	0.132	0.158	0.186	0.215	0.249	0.281	0.311	0.335	0.350	0.361	0.370	0.372	0.373	0.379	0.379	0.376	0.377	0.377	0.377	0.379	0.379	0.379	0.378	0.377	0.375	0.378	0.378	0.375	0.375	0.374	0.373	
E5	0.044	0.050	0.050	0.051	0.052	0.054	0.057	0.062	0.069	0.078	0.095	0.119	0.152	0.183	0.211	0.236	0.260	0.283	0.304	0.321	0.336	0.347	0.356	0.365	0.367	0.367	0.370	0.370	0.369	0.370	0.370	0.372	0.371	0.373	0.376	0.379	0.382	0.381	0.381	0.384	0.384	0.386	0.387	0.390	
E6	0.040	0.048	0.049	0.049	0.049	0.050	0.050	0.051	0.052	0.054	0.056	0.059	0.064	0.071	0.082	0.097	0.117	0.143	0.175	0.204	0.235	0.267	0.295	0.320	0.335	0.345	0.361	0.370	0.374	0.381	0.387	0.391	0.396	0.401	0.404	0.407	0.409	0.413	0.417	0.420	0.421	0.424	0.427	0.429	
E7	0.039	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.049	0.049	0.050	0.050	0.052	0.054	0.056	0.059	0.063	0.066	0.069	0.071	0.072	0.073	0.073	0.074	0.076	0.076	0.076	0.078	0.079	0.080	0.081	0.080	0.081	0.081	0.081	0.083	0.084	0.083	0.083	0.084	0.085	0.085	0.085	
E8	0.039	0.048	0.049	0.049	0.049	0.050	0.051	0.053	0.056	0.059	0.065	0.074	0.088	0.109	0.131	0.157	0.179	0.199	0.217	0.238	0.260	0.286	0.297	0.301	0.318	0.332	0.329	0.333	0.352	0.356	0.353	0.368	0.361	0.359	0.361	0.357	0.363	0.360	0.349	0.345	0.342	0.338	0.336	0.331	
E9	0.037	0.047	0.047	0.047	0.047	0.048	0.047	0.048	0.048	0.049	0.049	0.050	0.051	0.053	0.056	0.059	0.063	0.068	0.074	0.077	0.080	0.081	0.083	0.085	0.084	0.085	0.086	0.087	0.086	0.087	0.087	0.087	0.088	0.089	0.090	0.091	0.090	0.091	0.093	0.094	0.095	0.098	0.100	0.102	
E10	0.037	0.047	0.048	0.048	0.048	0.048	0.048	0.049	0.049	0.050	0.051	0.052	0.054	0.057	0.060	0.065	0.070	0.078	0.086	0.093	0.101	0.108	0.115	0.120	0.124	0.126	0.131	0.136	0.137	0.145	0.149	0.156	0.160	0.171	0.175	0.185	0.191	0.196	0.205	0.213	0.216	0.224	0.230	0.236	
E11	0.048	0.049	0.049	0.050	0.050	0.051	0.052	0.054	0.056	0.058	0.060	0.062	0.063	0.064	0.065	0.067	0.068	0.069	0.069	0.070	0.069	0.072	0.072	0.070	0.072	0.074	0.070	0.069	0.073	0.071	0.070	0.072	0.071	0.070	0.072	0.072	0.080	0.086	0.092	0.102	0.117	0.131	0.148	0.170	
E12	0.047	0.047	0.047	0.048	0.047	0.048	0.048	0.049	0.050	0.051	0.053	0.055	0.057	0.059	0.061	0.063	0.064	0.064	0.064	0.064	0.063	0.063	0.062	0.061	0.061	0.061	0.060	0.059	0.060	0.059	0.059	0.059	0.058	0.057	0.058	0.057	0.057	0.057	0.056	0.056	0.056	0.056	0.056	0.055	
F1	0.038	0.047	0.048	0.048	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.048	
F2	0.061	0.048	0.048	0.048	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.048	0.048	0.048	0.049	0.049	0.050	0.051	0.052	0.052	0.054	0.056	0.055	0.055	0.057	0.058	0.057	0.059	0.058	0.058	0.058	0.058	0.061	0.061	0.060	0.061	0.063	0.062	0.063	0.064	
F3	0.042	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	
F4	0.042	0.051	0.053	0.055	0.058	0.064	0.070	0.079	0.094	0.112	0.137	0.164	0.189	0.207	0.223	0.235	0.246	0.259	0.271	0.281	0.290	0.296	0.299	0.304	0.308	0.311	0.313	0.315	0.319	0.321	0.320	0.325	0.325	0.326	0.330	0.330	0.332	0.333	0.335	0.336	0.339	0.341	0.342	0.345	
F5	0.073	0.050	0.050	0.051	0.050	0.050	0.050	0.050	0.050	0.050	0.050	0.050	0.050	0.050	0.051	0.051	0.051	0.051	0.051	0.051	0.052	0.051	0.052	0.052	0.052	0.052	0.053	0.053	0.053	0.053	0.054	0.054	0.055	0.055	0.056	0.056	0.056	0.056	0.057	0.058	0.058	0.058	0.058	0.058	
F6	0.042	0.049	0.050	0.051	0.051	0.054	0.057	0.060	0.065	0.071	0.078	0.087	0.099	0.115	0.136	0.157	0.174	0.193	0.212	0.233	0.249	0.265	0.279	0.291	0.302	0.313	0.324	0.333	0.340	0.348	0.353	0.359	0.361	0.364	0.364	0.366	0.367	0.366	0.369	0.369	0.368	0.370	0.370	0.371	
F7	0.040	0.050	0.050	0.050	0.051	0.052	0.053	0.055	0.057	0.060	0.065	0.071	0.081	0.094	0.111	0.134	0.159	0.187	0.213	0.236	0.259	0.279	0.298	0.317	0.332	0.346	0.363	0.377	0.386	0.397	0.402	0.410	0.414	0.422	0.426	0.428	0.433	0.437	0.438	0.441	0.440	0.440	0.441	0.438	
F8	0.038	0.049	0.050	0.050	0.050	0.050	0.051	0.051	0.053	0.056	0.062	0.071	0.084	0.108	0.137	0.164	0.183	0.196	0.209	0.219	0.229	0.240	0.252	0.264	0.276	0.287	0.302	0.316	0.330	0.344	0.355	0.363	0.367	0.375	0.381	0.389	0.395	0.403	0.408	0.416	0.418	0.420	0.421	0.421	
F9	0.039	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.049	0.050	0.050	0.050	0.050	0.051	0.051	0.052	0.053	0.054	0.055	0.056	0.057	0.059	0.061	0.063	0.064	0.067	0.069	0.073	0.077	0.082	0.087	0.094	0.100	0.111	0.122	0.132	0.145	0.155	0.162	0.170	0.174	0.179	0.181	0.183	
F10	0.039	0.047	0.047	0.048	0.048	0.048	0.049	0.050	0.051	0.053	0.056	0.060	0.067	0.077	0.094	0.117	0.145	0.176	0.205	0.233	0.257	0.276	0.292	0.303	0.315	0.324	0.330	0.335	0.341	0.346	0.348	0.352	0.353	0.354	0.355	0.355	0.358	0.361	0.361	0.364	0.366	0.368	0.371	0.372	
F11	0.048	0.047	0.048	0.048	0.047	0.047	0.047	0.047	0.048	0.047	0.047	0.048	0.048	0.047	0.048	0.048	0.048	0.049	0.049	0.049	0.049	0.049	0.049	0.050	0.050	0.050	0.050	0.049	0.050	0.050	0.050	0.050	0.050	0.049	0.050	0.050	0.050	0.050	0.050	0.050	0.050	0.050	0.050	0.050	
F12	0.052	0.052	0.052	0.052	0.052	0.052	0.053	0.054	0.055	0.056	0.057	0.060	0.063	0.067	0.076	0.094	0.114	0.137	0.163	0.195	0.222	0.246	0.272	0.293	0.307	0.317	0.337	0.359	0.370	0.377	0.385	0.390	0.396	0.400	0.407	0.413	0.419	0.424	0.426	0.428	0.431	0.434	0.436	0.437	
G1	0.040	0.050	0.050	0.050	0.050	0.051	0.051	0.052	0.053	0.055	0.058	0.060	0.065	0.071	0.081	0.093	0.108	0.124	0.137	0.148	0.156	0.169	0.171	0.172	0.179	0.190	0.183	0.189	0.199	0.202	0.204	0.213	0.215	0.221	0.229	0.235	0.251	0.260	0.261	0.267	0.276	0.278	0.283	0.290	
