OD:595

Time	0:00:52	0:42:06	1:12:05	1:42:06	2:12:06	2:42:06	3:12:06	3:42:06	4:12:06	4:42:06	5:12:06	5:42:05	6:12:06	6:42:06	7:12:06	7:42:06	8:12:06	8:42:06	9:12:06	9:42:05	10:12:06	10:42:06	11:12:06	11:42:06	12:12:06	12:42:06	13:12:06	13:42:06	14:12:06	14:42:06	15:12:06	15:42:06	16:12:06	16:42:06	17:12:06	17:42:06	18:12:06	18:42:06	19:12:08	19:42:06	20:12:06	20:42:06	21:12:06	21:42:06	
G2	0.049	0.049	0.049	0.050	0.050	0.050	0.051	0.052	0.054	0.056	0.059	0.064	0.070	0.080	0.093	0.111	0.132	0.155	0.176	0.197	0.216	0.236	0.254	0.261	0.282	0.296	0.296	0.311	0.325	0.326	0.323	0.331	0.328	0.326	0.330	0.326	0.335	0.337	0.329	0.331	0.333	0.333	0.333	0.333	
G3	0.066	0.048	0.048	0.048	0.047	0.048	0.048	0.048	0.048	0.049	0.049	0.050	0.051	0.052	0.054	0.056	0.058	0.062	0.067	0.074	0.081	0.086	0.086	0.086	0.087	0.087	0.084	0.083	0.084	0.084	0.083	0.084	0.082	0.081	0.082	0.081	0.083	0.083	0.083	0.082	0.084	0.084	0.086	0.087	
G4	0.057	0.048	0.048	0.048	0.048	0.049	0.049	0.050	0.050	0.051	0.052	0.053	0.053	0.054	0.055	0.057	0.059	0.062	0.064	0.069	0.075	0.085	0.093	0.099	0.110	0.121	0.121	0.126	0.134	0.136	0.136	0.139	0.136	0.134	0.137	0.136	0.141	0.144	0.142	0.144	0.150	0.153	0.158	0.163	
G5	0.040	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.049	0.049	0.050	0.053	0.059	0.068	0.082	0.107	0.143	0.167	0.194	0.223	0.245	0.266	0.282	0.299	0.306	0.312	0.323	0.333	0.343	0.348	0.357	0.366	0.372	0.375	0.378	
G6	0.036	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.045	0.046	0.046	0.046	0.045	0.046	0.046	0.046	0.045	0.045	0.045	0.046	0.046	0.045	0.045	0.046	0.046	0.046	0.046	0.046	0.045	0.046	0.045	0.046	0.046	0.045	
G7	0.037	0.047	0.047	0.048	0.048	0.049	0.050	0.052	0.053	0.056	0.058	0.062	0.069	0.077	0.093	0.113	0.136	0.154	0.167	0.174	0.179	0.182	0.184	0.187	0.189	0.190	0.193	0.196	0.197	0.200	0.203	0.206	0.207	0.210	0.212	0.215	0.214	0.215	0.217	0.217	0.216	0.217	0.217	0.217	
G8	0.042	0.047	0.047	0.047	0.047	0.048	0.048	0.049	0.050	0.050	0.052	0.053	0.055	0.058	0.063	0.069	0.073	0.077	0.081	0.085	0.089	0.096	0.097	0.095	0.098	0.102	0.097	0.099	0.115	0.123	0.128	0.151	0.153	0.161	0.179	0.187	0.218	0.231	0.216	0.220	0.237	0.237	0.243	0.253	
G9	0.047	0.047	0.047	0.048	0.048	0.049	0.050	0.051	0.053	0.055	0.059	0.064	0.071	0.081	0.097	0.115	0.133	0.150	0.168	0.184	0.199	0.213	0.225	0.236	0.248	0.256	0.265	0.274	0.279	0.286	0.290	0.296	0.298	0.306	0.310	0.314	0.318	0.319	0.320	0.322	0.322	0.323	0.323	0.321	
G10	0.051	0.051	0.052	0.053	0.054	0.055	0.057	0.060	0.063	0.068	0.074	0.083	0.102	0.140	0.142	0.162	0.176	0.190	0.200	0.208	0.211	0.215	0.213	0.209	0.210	0.212	0.206	0.203	0.205	0.203	0.201	0.202	0.201	0.199	0.201	0.199	0.202	0.203	0.200	0.201	0.204	0.203	0.204	0.205	
G11	0.050	0.051	0.051	0.051	0.051	0.052	0.053	0.054	0.055	0.056	0.058	0.059	0.060	0.062	0.065	0.067	0.071	0.075	0.081	0.088	0.096	0.112	0.127	0.138	0.164	0.192	0.201	0.221	0.263	0.287	0.305	0.341	0.353	0.367	0.391	0.395	0.429	0.441	0.431	0.437	0.446	0.444	0.446	0.444	
G12	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.049	0.049	0.049	0.050	0.051	0.052	0.054	0.057	0.061	0.065	0.071	0.078	0.086	0.097	0.110	0.125	0.146	0.166	0.189	0.213	0.230	0.260	0.276	0.300	0.316	0.336	0.344	0.363	0.369	0.381	0.391	0.396	0.400	0.410	0.410	0.415	0.420	
H1	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.047	0.046	0.046	0.046	0.046	0.047	0.047	0.046	0.046	0.047	0.046	0.046	0.046	0.047	0.046	0.046	0.046	0.046	0.046	
H2	0.045	0.045	0.045	0.046	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.046	0.045	0.045	0.045	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	
H3	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.048	0.047	0.047	0.048	0.048	0.047	0.047	0.048	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	
H4	0.047	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.045	
H5	0.047	0.047	0.047	0.048	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	
H6	0.054	0.054	0.053	0.054	0.054	0.055	0.056	0.057	0.059	0.061	0.065	0.068	0.072	0.074	0.078	0.080	0.082	0.083	0.084	0.084	0.084	0.084	0.084	0.084	0.085	0.086	0.087	0.088	0.091	0.093	0.096	0.099	0.102	0.105	0.109	0.114	0.121	0.128	0.134	0.142	0.152	0.160	0.170	0.182	
H7	0.049	0.048	0.048	0.049	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.049	0.049	0.049	0.050	0.051	0.051	0.052	0.054	0.055	0.056	0.056	0.057	0.060	0.060	0.063	0.066	0.069	0.071	0.074	0.077	0.078	0.079	0.080	0.083	0.087	0.089	0.093	0.098	0.105	0.112	0.118	
H8	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	
H9	0.049	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.047	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.049	0.049	0.049	0.049	0.050	0.050	0.050	0.051	0.051	0.052	0.053	0.054	0.056	0.058	0.061	0.066	0.071	0.079	
H10	0.047	0.047	0.047	0.047	0.046	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	
H11	0.049	0.049	0.049	0.050	0.050	0.050	0.050	0.051	0.052	0.053	0.054	0.057	0.060	0.064	0.071	0.080	0.094	0.114	0.138	0.169	0.196	0.225	0.249	0.269	0.294	0.317	0.337	0.361	0.382	0.405	0.418	0.434	0.445	0.455	0.464	0.471	0.483	0.493	0.500	0.506	0.512	0.514	0.523	0.525	
H12	0.047	0.047	0.047	0.048	0.047	0.048	0.048	0.048	0.048	0.049	0.049	0.050	0.051	0.052	0.054	0.056	0.061	0.064	0.070	0.081	0.097	0.118	0.141	0.162	0.189	0.222	0.223	0.226	0.268	0.262	0.274	0.285	0.294	0.286	0.309	0.299	0.323	0.334	0.317	0.315	0.341	0.332	0.342	0.349	

