OD:595

Time	0:00:52	0:42:02	1:12:02	1:42:02	2:12:02	2:42:02	3:12:02	3:42:02	4:12:02	4:42:02	5:12:02	5:42:02	6:12:02	6:42:02	7:12:02	7:42:02	8:12:02	8:42:02	9:12:02	9:42:02	10:12:02	10:42:03	11:12:02	11:42:02	12:12:02	12:42:02	13:12:02	13:42:02	14:12:02	14:42:02	15:12:03	15:42:02	16:12:03	16:42:02	17:12:02	17:42:01	18:12:02	18:42:03	19:12:07	19:42:03	20:12:02	20:42:02	21:12:02	21:42:02	
G2	0.044	0.049	0.052	0.056	0.065	0.081	0.109	0.161	0.219	0.246	0.328	0.358	0.397	0.436	0.462	0.481	0.497	0.510	0.530	0.546	0.559	0.567	0.577	0.579	0.581	0.584	0.582	0.584	0.588	0.591	0.588	0.589	0.589	0.587	0.590	0.592	0.592	0.593	0.596	0.599	0.600	0.600	0.603	0.604	
G3	0.038	0.049	0.050	0.052	0.055	0.061	0.073	0.096	0.134	0.180	0.224	0.267	0.307	0.331	0.345	0.358	0.368	0.380	0.397	0.409	0.416	0.423	0.428	0.433	0.430	0.433	0.431	0.432	0.432	0.429	0.427	0.429	0.433	0.432	0.434	0.437	0.439	0.444	0.449	0.455	0.460	0.474	0.482	0.486	
G4	0.036	0.047	0.048	0.050	0.053	0.057	0.064	0.075	0.093	0.122	0.160	0.195	0.224	0.250	0.279	0.307	0.318	0.325	0.335	0.340	0.350	0.368	0.377	0.398	0.417	0.434	0.454	0.477	0.496	0.508	0.523	0.534	0.550	0.559	0.563	0.569	0.576	0.579	0.583	0.589	0.592	0.600	0.603	0.606	
G5	0.039	0.048	0.049	0.049	0.050	0.052	0.054	0.057	0.059	0.063	0.067	0.072	0.078	0.086	0.100	0.118	0.139	0.161	0.193	0.223	0.248	0.276	0.289	0.313	0.333	0.340	0.347	0.354	0.345	0.336	0.333	0.324	0.320	0.316	0.313	0.310	0.309	0.308	0.309	0.310	0.311	0.310	0.313	0.314	
G6	0.036	0.045	0.045	0.045	0.045	0.045	0.045	0.046	0.045	0.045	0.046	0.045	0.046	0.046	0.046	0.046	0.046	0.045	0.045	0.045	0.046	0.045	0.046	0.046	0.046	0.046	0.045	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	0.046	
G7	0.036	0.048	0.051	0.055	0.062	0.076	0.102	0.140	0.186	0.237	0.287	0.326	0.350	0.367	0.376	0.385	0.390	0.396	0.402	0.408	0.412	0.417	0.423	0.427	0.430	0.434	0.436	0.439	0.441	0.445	0.445	0.448	0.451	0.453	0.456	0.460	0.462	0.465	0.468	0.474	0.475	0.480	0.483	0.487	
G8	0.038	0.048	0.050	0.053	0.058	0.068	0.084	0.114	0.156	0.211	0.269	0.317	0.353	0.374	0.386	0.397	0.406	0.415	0.425	0.435	0.441	0.453	0.459	0.466	0.473	0.480	0.486	0.492	0.498	0.504	0.507	0.510	0.514	0.515	0.518	0.521	0.521	0.524	0.526	0.529	0.528	0.527	0.529	0.532	
G9	0.040	0.049	0.051	0.055	0.060	0.072	0.093	0.129	0.173	0.217	0.264	0.306	0.339	0.372	0.395	0.409	0.416	0.425	0.439	0.445	0.457	0.474	0.477	0.485	0.495	0.496	0.500	0.508	0.506	0.502	0.509	0.500	0.502	0.504	0.504	0.505	0.506	0.503	0.501	0.503	0.498	0.492	0.490	0.489	
G10	0.042	0.057	0.064	0.077	0.100	0.141	0.189	0.244	0.308	0.359	0.407	0.430	0.457	0.489	0.498	0.504	0.507	0.510	0.521	0.525	0.534	0.547	0.563	0.569	0.565	0.562	0.569	0.577	0.574	0.572	0.584	0.576	0.574	0.574	0.572	0.560	0.564	0.564	0.553	0.568	0.551	0.547	0.541	0.537	
G11	0.038	0.051	0.055	0.062	0.076	0.102	0.141	0.183	0.221	0.276	0.329	0.372	0.413	0.477	0.535	0.572	0.596	0.617	0.626	0.637	0.639	0.644	0.647	0.653	0.660	0.672	0.680	0.683	0.689	0.692	0.698	0.700	0.705	0.709	0.718	0.717	0.718	0.719	0.725	0.730	0.735	0.735	0.739	0.740	
G12	0.049	0.052	0.054	0.058	0.064	0.074	0.092	0.121	0.159	0.203	0.244	0.294	0.374	0.403	0.432	0.468	0.506	0.533	0.564	0.584	0.599	0.624	0.638	0.664	0.687	0.698	0.707	0.710	0.708	0.714	0.722	0.728	0.736	0.737	0.733	0.729	0.731	0.732	0.735	0.740	0.742	0.743	0.743	0.746	
H1	0.047	0.047	0.047	0.047	0.047	0.048	0.048	0.049	0.050	0.052	0.054	0.058	0.064	0.071	0.083	0.101	0.120	0.141	0.157	0.172	0.186	0.197	0.211	0.224	0.236	0.248	0.259	0.268	0.276	0.282	0.287	0.292	0.299	0.304	0.311	0.315	0.319	0.322	0.325	0.328	0.330	0.331	0.332	0.333	
H2	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.048	0.048	0.049	0.050	0.051	0.054	0.058	0.063	0.071	0.083	0.099	0.118	0.134	0.149	0.166	0.175	0.189	0.202	0.215	0.226	0.241	0.252	0.261	0.271	0.277	0.284	0.291	0.296	0.301	0.307	0.311	0.314	0.317	0.320	0.322	0.323	0.324	
H3	0.046	0.046	0.046	0.046	0.046	0.046	0.047	0.047	0.047	0.048	0.048	0.049	0.049	0.050	0.051	0.052	0.053	0.055	0.057	0.060	0.063	0.070	0.075	0.086	0.100	0.105	0.111	0.118	0.122	0.127	0.135	0.138	0.147	0.151	0.156	0.161	0.163	0.168	0.171	0.176	0.180	0.185	0.188	0.190	
H4	0.047	0.047	0.048	0.048	0.048	0.048	0.048	0.049	0.050	0.051	0.053	0.055	0.058	0.062	0.066	0.073	0.081	0.089	0.096	0.111	0.124	0.129	0.147	0.151	0.155	0.164	0.172	0.173	0.182	0.196	0.194	0.202	0.203	0.205	0.205	0.206	0.205	0.206	0.205	0.212	0.213	0.215	0.213	0.211	
H5	0.047	0.047	0.047	0.047	0.047	0.048	0.048	0.050	0.052	0.055	0.059	0.065	0.073	0.085	0.103	0.116	0.133	0.143	0.152	0.169	0.181	0.206	0.216	0.242	0.254	0.268	0.283	0.294	0.298	0.352	0.330	0.321	0.324	0.341	0.334	0.335	0.337	0.367	0.350	0.368	0.407	0.369	0.400	0.381	
H6	0.047	0.047	0.047	0.048	0.048	0.049	0.051	0.053	0.057	0.064	0.077	0.099	0.128	0.158	0.187	0.206	0.226	0.246	0.267	0.280	0.298	0.320	0.323	0.334	0.348	0.352	0.352	0.357	0.443	0.347	0.592	0.387	0.346	0.384	0.351	0.452	0.360	0.345	0.342	0.356	0.464	0.429	0.700	0.547	
H7	0.047	0.048	0.049	0.050	0.054	0.060	0.071	0.093	0.129	0.171	0.209	0.251	0.293	0.331	0.362	0.384	0.401	0.413	0.429	0.432	0.437	0.445	0.442	0.447	0.450	0.447	0.447	0.450	0.448	0.446	0.450	0.450	0.452	0.455	0.457	0.460	0.462	0.465	0.466	0.469	0.471	0.472	0.475	0.477	
H8	0.046	0.047	0.047	0.046	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.047	0.048	0.048	0.048	0.048	0.049	0.049	0.049	0.050	0.050	0.051	0.052	0.052	0.053	0.055	0.055	0.056	0.058	0.059	0.061	0.063	0.065	0.068	0.070	0.073	0.076	0.080	0.083	0.085	0.086	0.087	
H9	0.049	0.048	0.048	0.048	0.048	0.049	0.049	0.051	0.054	0.059	0.067	0.081	0.099	0.125	0.150	0.169	0.187	0.203	0.219	0.233	0.248	0.266	0.274	0.286	0.298	0.304	0.313	0.321	0.324	0.331	0.342	0.343	0.353	0.359	0.359	0.360	0.365	0.374	0.380	0.393	0.402	0.395	0.389	0.392	
H10	0.047	0.047	0.047	0.047	0.047	0.048	0.048	0.050	0.051	0.054	0.058	0.064	0.073	0.086	0.105	0.125	0.144	0.161	0.174	0.188	0.200	0.213	0.226	0.240	0.251	0.261	0.270	0.277	0.284	0.292	0.293	0.300	0.306	0.309	0.312	0.315	0.316	0.317	0.316	0.317	0.317	0.318	0.318	0.317	
H11	0.047	0.048	0.049	0.051	0.054	0.060	0.071	0.093	0.127	0.164	0.187	0.209	0.232	0.252	0.266	0.280	0.289	0.297	0.311	0.321	0.328	0.350	0.352	0.364	0.386	0.393	0.414	0.440	0.449	0.464	0.509	0.518	0.548	0.566	0.591	0.604	0.633	0.646	0.664	0.679	0.675	0.692	0.706	0.721	
H12	0.048	0.050	0.053	0.058	0.068	0.089	0.124	0.183	0.260	0.328	0.398	0.455	0.486	0.520	0.546	0.572	0.594	0.616	0.634	0.647	0.660	0.673	0.679	0.687	0.691	0.696	0.700	0.705	0.720	0.725	0.736	0.738	0.749	0.760	0.757	0.746	0.751	0.750	0.745	0.750	0.746	0.745	0.746	0.751	

