OD:595

Time	0:00:52	0:42:02	1:12:02	1:42:02	2:12:02	2:42:02	3:12:02	3:42:02	4:12:02	4:42:02	5:12:02	5:42:02	6:12:02	6:42:02	7:12:02	7:42:02	8:12:02	8:42:02	9:12:02	9:42:02	10:12:02	10:42:03	11:12:02	11:42:02	12:12:02	12:42:02	13:12:02	13:42:02	14:12:02	14:42:02	15:12:03	15:42:02	16:12:03	16:42:02	17:12:02	17:42:01	18:12:02	18:42:03	19:12:07	19:42:03	20:12:02	20:42:02	21:12:02	21:42:02	
B11	0.038	0.048	0.049	0.051	0.054	0.058	0.064	0.070	0.083	0.093	0.143	0.216	0.262	0.258	0.281	0.306	0.332	0.348	0.376	0.374	0.389	0.414	0.418	0.438	0.459	0.482	0.551	0.588	0.589	0.597	0.585	0.571	0.556	0.548	0.544	0.542	0.539	0.541	0.540	0.541	0.544	0.552	0.551	0.549	
B12	0.047	0.048	0.050	0.054	0.061	0.079	0.110	0.159	0.205	0.250	0.308	0.342	0.367	0.396	0.415	0.440	0.462	0.484	0.504	0.512	0.521	0.530	0.522	0.527	0.525	0.524	0.519	0.524	0.522	0.519	0.528	0.525	0.532	0.538	0.548	0.550	0.555	0.558	0.561	0.563	0.565	0.563	0.561	0.561	
C1	0.048	0.048	0.048	0.049	0.049	0.050	0.052	0.054	0.058	0.064	0.074	0.088	0.114	0.143	0.168	0.196	0.225	0.252	0.275	0.302	0.324	0.326	0.348	0.362	0.383	0.405	0.414	0.423	0.441	0.451	0.446	0.461	0.460	0.468	0.482	0.484	0.485	0.496	0.502	0.503	0.515	0.514	0.518	0.519	
C2	0.048	0.048	0.049	0.051	0.054	0.059	0.068	0.085	0.111	0.145	0.183	0.225	0.267	0.303	0.316	0.318	0.325	0.334	0.342	0.355	0.365	0.375	0.387	0.397	0.406	0.414	0.423	0.429	0.433	0.435	0.431	0.429	0.425	0.421	0.418	0.415	0.412	0.409	0.406	0.404	0.401	0.399	0.397	0.394	
C3	0.048	0.050	0.052	0.057	0.065	0.080	0.100	0.118	0.133	0.151	0.175	0.201	0.232	0.253	0.271	0.288	0.311	0.350	0.379	0.403	0.418	0.439	0.459	0.478	0.481	0.500	0.495	0.491	0.484	0.481	0.480	0.477	0.467	0.463	0.459	0.457	0.470	0.472	0.479	0.484	0.480	0.479	0.478	0.479	
C4	0.042	0.048	0.049	0.050	0.053	0.059	0.069	0.089	0.126	0.191	0.214	0.273	0.352	0.360	0.379	0.391	0.405	0.416	0.420	0.430	0.434	0.436	0.447	0.454	0.451	0.458	0.458	0.459	0.465	0.469	0.469	0.473	0.475	0.476	0.477	0.478	0.477	0.479	0.480	0.480	0.479	0.477	0.478	0.475	
C5	0.041	0.052	0.056	0.065	0.084	0.117	0.170	0.226	0.300	0.360	0.380	0.387	0.391	0.399	0.409	0.424	0.435	0.445	0.453	0.456	0.462	0.469	0.473	0.483	0.495	0.500	0.504	0.511	0.514	0.515	0.518	0.519	0.521	0.520	0.521	0.522	0.519	0.521	0.523	0.524	0.520	0.522	0.521	0.522	
C6	0.037	0.048	0.050	0.051	0.055	0.061	0.071	0.091	0.123	0.156	0.202	0.257	0.315	0.354	0.384	0.402	0.420	0.443	0.463	0.493	0.521	0.554	0.571	0.589	0.589	0.576	0.562	0.557	0.551	0.546	0.549	0.549	0.551	0.550	0.549	0.553	0.557	0.557	0.556	0.557	0.560	0.561	0.558	0.553	
C7	0.081	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.049	0.048	0.049	0.049	0.049	0.049	0.048	0.049	0.049	0.049	0.049	0.049	0.048	
C8	0.051	0.051	0.053	0.057	0.067	0.086	0.118	0.166	0.206	0.253	0.343	0.401	0.426	0.438	0.466	0.471	0.475	0.482	0.487	0.492	0.502	0.510	0.522	0.533	0.544	0.554	0.565	0.574	0.583	0.588	0.597	0.604	0.608	0.610	0.616	0.619	0.624	0.625	0.625	0.627	0.623	0.623	0.620	0.621	
C9	0.041	0.052	0.056	0.065	0.083	0.118	0.172	0.235	0.310	0.392	0.428	0.452	0.475	0.493	0.511	0.522	0.536	0.550	0.566	0.578	0.589	0.598	0.609	0.615	0.621	0.622	0.615	0.608	0.602	0.596	0.592	0.594	0.593	0.591	0.580	0.573	0.563	0.553	0.544	0.537	0.529	0.521	0.515	0.511	
C10	0.039	0.049	0.050	0.053	0.057	0.064	0.074	0.089	0.113	0.140	0.168	0.189	0.206	0.224	0.242	0.255	0.267	0.277	0.294	0.305	0.319	0.332	0.334	0.351	0.372	0.383	0.400	0.415	0.423	0.431	0.443	0.450	0.450	0.454	0.460	0.474	0.482	0.490	0.503	0.501	0.507	0.520	0.519	0.532	
C11	0.037	0.047	0.047	0.048	0.048	0.049	0.051	0.053	0.057	0.062	0.072	0.084	0.089	0.092	0.091	0.092	0.097	0.103	0.117	0.125	0.141	0.168	0.178	0.210	0.240	0.261	0.285	0.308	0.318	0.321	0.339	0.340	0.346	0.352	0.355	0.357	0.359	0.362	0.365	0.368	0.366	0.363	0.364	0.362	
C12	0.047	0.048	0.048	0.050	0.052	0.057	0.065	0.080	0.102	0.133	0.167	0.191	0.222	0.256	0.286	0.314	0.332	0.344	0.357	0.366	0.378	0.390	0.402	0.412	0.421	0.432	0.443	0.454	0.465	0.475	0.491	0.505	0.520	0.530	0.538	0.544	0.550	0.554	0.556	0.563	0.562	0.563	0.566	0.566	
D1	0.047	0.047	0.048	0.048	0.049	0.051	0.053	0.057	0.062	0.073	0.089	0.116	0.148	0.179	0.209	0.238	0.264	0.285	0.295	0.316	0.334	0.345	0.381	0.399	0.417	0.443	0.455	0.462	0.471	0.480	0.480	0.489	0.495	0.498	0.500	0.504	0.507	0.509	0.513	0.514	0.515	0.517	0.530	0.537	
D2	0.046	0.047	0.048	0.049	0.051	0.055	0.062	0.074	0.093	0.120	0.161	0.216	0.275	0.309	0.324	0.336	0.349	0.367	0.388	0.406	0.421	0.435	0.453	0.466	0.478	0.491	0.504	0.512	0.524	0.533	0.544	0.554	0.564	0.573	0.581	0.588	0.595	0.599	0.606	0.611	0.616	0.620	0.624	0.627	
D3	0.037	0.048	0.049	0.051	0.055	0.062	0.075	0.100	0.146	0.210	0.285	0.350	0.397	0.434	0.461	0.487	0.503	0.522	0.545	0.563	0.579	0.593	0.604	0.616	0.624	0.632	0.639	0.646	0.650	0.651	0.653	0.656	0.660	0.661	0.664	0.667	0.675	0.677	0.677	0.679	0.679	0.684	0.685	0.686	
D4	0.038	0.049	0.050	0.051	0.054	0.059	0.067	0.081	0.104	0.138	0.183	0.222	0.262	0.285	0.303	0.320	0.335	0.343	0.365	0.371	0.393	0.417	0.426	0.443	0.459	0.464	0.473	0.483	0.484	0.481	0.487	0.486	0.488	0.489	0.489	0.490	0.494	0.496	0.494	0.496	0.497	0.499	0.498	0.499	
D5	0.041	0.050	0.054	0.060	0.075	0.103	0.153	0.212	0.272	0.324	0.357	0.379	0.395	0.407	0.415	0.422	0.426	0.431	0.438	0.440	0.443	0.451	0.453	0.458	0.464	0.466	0.469	0.474	0.475	0.476	0.481	0.481	0.482	0.484	0.485	0.487	0.488	0.489	0.489	0.490	0.490	0.490	0.491	0.492	
D6	0.039	0.048	0.049	0.051	0.054	0.060	0.070	0.086	0.110	0.140	0.168	0.191	0.216	0.249	0.278	0.301	0.316	0.323	0.344	0.350	0.374	0.397	0.389	0.409	0.435	0.443	0.457	0.477	0.490	0.495	0.510	0.514	0.525	0.532	0.540	0.547	0.552	0.561	0.565	0.571	0.574	0.585	0.593	0.598	
D7	0.041	0.051	0.054	0.060	0.073	0.096	0.136	0.182	0.235	0.287	0.322	0.348	0.368	0.387	0.403	0.418	0.430	0.442	0.454	0.463	0.469	0.479	0.484	0.492	0.499	0.504	0.509	0.515	0.516	0.522	0.528	0.534	0.536	0.536	0.537	0.538	0.540	0.543	0.544	0.543	0.542	0.541	0.539	0.535	
D8	0.066	0.062	0.064	0.067	0.073	0.082	0.096	0.117	0.145	0.175	0.200	0.226	0.253	0.279	0.304	0.326	0.341	0.353	0.366	0.373	0.379	0.389	0.395	0.403	0.408	0.412	0.414	0.415	0.410	0.401	0.391	0.379	0.375	0.369	0.367	0.363	0.355	0.348	0.339	0.330	0.322	0.313	0.306	0.300	
D9	0.041	0.051	0.056	0.069	0.098	0.144	0.190	0.235	0.295	0.337	0.362	0.399	0.438	0.490	0.549	0.593	0.620	0.641	0.660	0.674	0.686	0.700	0.719	0.731	0.746	0.760	0.770	0.780	0.790	0.800	0.805	0.810	0.816	0.824	0.825	0.831	0.834	0.839	0.842	0.844	0.847	0.849	0.850	0.850	
D10	0.043	0.049	0.051	0.054	0.060	0.072	0.094	0.128	0.172	0.207	0.246	0.284	0.315	0.332	0.360	0.378	0.394	0.407	0.425	0.431	0.439	0.456	0.450	0.459	0.465	0.462	0.466	0.472	0.473	0.470	0.483	0.479	0.485	0.491	0.492	0.499	0.500	0.504	0.510	0.508	0.516	0.522	0.519	0.514	
D11	0.039	0.048	0.050	0.053	0.058	0.066	0.077	0.090	0.115	0.165	0.189	0.234	0.274	0.333	0.374	0.398	0.400	0.404	0.418	0.427	0.428	0.447	0.423	0.426	0.433	0.424	0.421	0.430	0.423	0.418	0.428	0.424	0.427	0.427	0.427	0.428	0.429	0.430	0.432	0.432	0.434	0.435	0.439	0.441	
D12	0.048	0.050	0.054	0.060	0.071	0.090	0.117	0.150	0.212	0.249	0.291	0.328	0.339	0.361	0.387	0.414	0.433	0.452	0.473	0.488	0.506	0.534	0.550	0.571	0.591	0.605	0.617	0.628	0.650	0.676	0.689	0.680	0.672	0.673	0.684	0.676	0.684	0.689	0.700	0.706	0.699	0.708	0.706	0.711	
E1	0.049	0.050	0.051	0.053	0.058	0.067	0.083	0.112	0.153	0.196	0.235	0.285	0.331	0.358	0.378	0.402	0.424	0.448	0.464	0.499	0.529	0.544	0.586	0.586	0.590	0.604	0.609	0.611	0.612	0.620	0.614	0.620	0.617	0.613	0.612	0.609	0.602	0.595	0.591	0.588	0.585	0.580	0.573	0.571	
E2	0.038	0.047	0.048	0.050	0.053	0.060	0.070	0.085	0.104	0.129	0.158	0.197	0.239	0.279	0.307	0.331	0.353	0.373	0.395	0.413	0.435	0.457	0.472	0.480	0.483	0.490	0.493	0.487	0.482	0.479	0.472	0.466	0.461	0.458	0.454	0.452	0.448	0.449	0.450	0.445	0.442	0.440	0.438	0.435	
E3	0.037	0.048	0.050	0.054	0.063	0.081	0.116	0.172	0.223	0.276	0.334	0.366	0.379	0.396	0.419	0.439	0.453	0.467	0.475	0.484	0.494	0.501	0.510	0.522	0.529	0.539	0.546	0.555	0.560	0.565	0.576	0.581	0.591	0.594	0.598	0.605	0.611	0.612	0.614	0.617	0.619	0.618	0.619	0.619	
E4	0.040	0.051	0.055	0.064	0.081	0.113	0.168	0.222	0.285	0.361	0.409	0.437	0.460	0.482	0.499	0.514	0.528	0.539	0.548	0.555	0.564	0.573	0.584	0.592	0.597	0.599	0.599	0.595	0.594	0.592	0.591	0.589	0.586	0.582	0.580	0.574	0.570	0.566	0.566	0.563	0.561	0.556	0.553	0.550	
E5	0.051	0.052	0.057	0.068	0.092	0.131	0.182	0.222	0.271	0.318	0.352	0.379	0.403	0.425	0.454	0.474	0.484	0.491	0.500	0.503	0.509	0.518	0.521	0.527	0.529	0.525	0.523	0.525	0.523	0.522	0.522	0.520	0.518	0.517	0.515	0.512	0.510	0.505	0.502	0.497	0.494	0.490	0.486	0.482	
E6	0.040	0.052	0.056	0.064	0.081	0.108	0.155	0.222	0.274	0.345	0.359	0.376	0.405	0.428	0.466	0.490	0.509	0.527	0.543	0.556	0.565	0.576	0.588	0.597	0.606	0.610	0.615	0.622	0.624	0.629	0.634	0.634	0.635	0.635	0.639	0.642	0.644	0.644	0.646	0.645	0.644	0.642	0.642	0.640	
E7	0.039	0.049	0.051	0.055	0.065	0.084	0.115	0.153	0.192	0.237	0.282	0.309	0.333	0.352	0.360	0.374	0.372	0.369	0.371	0.368	0.366	0.365	0.372	0.370	0.377	0.377	0.377	0.380	0.379	0.385	0.395	0.401	0.399	0.392	0.385	0.377	0.369	0.360	0.351	0.342	0.335	0.326	0.319	0.314	
E8	0.041	0.052	0.057	0.065	0.080	0.103	0.149	0.177	0.214	0.275	0.335	0.343	0.368	0.400	0.422	0.441	0.455	0.455	0.457	0.454	0.457	0.465	0.468	0.473	0.478	0.478	0.479	0.476	0.468	0.459	0.457	0.443	0.436	0.430	0.424	0.422	0.420	0.419	0.418	0.422	0.408	0.400	0.391	0.389	
E9	0.038	0.049	0.050	0.053	0.059	0.069	0.087	0.115	0.160	0.201	0.236	0.280	0.316	0.341	0.364	0.379	0.387	0.394	0.403	0.404	0.406	0.425	0.417	0.425	0.437	0.433	0.434	0.444	0.439	0.434	0.443	0.439	0.442	0.447	0.450	0.455	0.458	0.460	0.470	0.469	0.480	0.483	0.482	0.487	
E10	0.042	0.049	0.050	0.053	0.059	0.071	0.095	0.133	0.181	0.225	0.280	0.314	0.354	0.386	0.401	0.414	0.433	0.452	0.476	0.487	0.502	0.521	0.520	0.528	0.538	0.537	0.540	0.548	0.543	0.542	0.547	0.547	0.547	0.543	0.545	0.543	0.542	0.545	0.547	0.546	0.550	0.547	0.540	0.536	
E11	0.043	0.050	0.053	0.059	0.072	0.095	0.132	0.178	0.233	0.303	0.357	0.375	0.392	0.419	0.443	0.456	0.470	0.482	0.498	0.499	0.508	0.523	0.521	0.534	0.539	0.539	0.542	0.547	0.551	0.543	0.546	0.542	0.542	0.545	0.545	0.545	0.546	0.548	0.551	0.549	0.547	0.544	0.538	0.535	
E12	0.048	0.050	0.053	0.060	0.074	0.102	0.146	0.199	0.248	0.308	0.366	0.414	0.466	0.539	0.598	0.632	0.644	0.653	0.658	0.661	0.665	0.670	0.672	0.672	0.668	0.711	0.673	0.685	0.696	0.686	0.734	0.702	0.746	0.709	0.741	0.725	0.716	0.749	0.718	0.761	0.724	0.748	0.725	0.745	
F1	0.047	0.047	0.047	0.048	0.048	0.050	0.053	0.059	0.071	0.093	0.127	0.173	0.216	0.264	0.308	0.345	0.377	0.420	0.457	0.477	0.487	0.500	0.505	0.510	0.512	0.510	0.507	0.505	0.505	0.506	0.502	0.507	0.506	0.504	0.507	0.507	0.507	0.509	0.508	0.514	0.517	0.518	0.518	0.519	
F2	0.037	0.048	0.049	0.049	0.051	0.053	0.058	0.066	0.079	0.101	0.134	0.180	0.213	0.245	0.282	0.321	0.365	0.384	0.399	0.420	0.443	0.465	0.490	0.497	0.490	0.496	0.487	0.476	0.472	0.471	0.465	0.467	0.465	0.463	0.464	0.463	0.464	0.463	0.464	0.464	0.463	0.462	0.462	0.460	
F3	0.039	0.048	0.048	0.049	0.049	0.050	0.051	0.054	0.056	0.060	0.068	0.082	0.102	0.122	0.135	0.147	0.159	0.173	0.188	0.201	0.214	0.224	0.234	0.243	0.250	0.260	0.269	0.277	0.285	0.293	0.296	0.300	0.302	0.301	0.302	0.308	0.310	0.315	0.322	0.323	0.328	0.331	0.332	0.336	
F4	0.040	0.052	0.058	0.069	0.092	0.129	0.189	0.225	0.298	0.371	0.396	0.437	0.493	0.529	0.550	0.565	0.584	0.589	0.597	0.600	0.598	0.601	0.603	0.609	0.615	0.616	0.613	0.609	0.606	0.603	0.600	0.596	0.591	0.588	0.586	0.582	0.579	0.575	0.572	0.570	0.565	0.562	0.559	0.556	
F5	0.042	0.050	0.053	0.057	0.062	0.070	0.081	0.096	0.120	0.149	0.179	0.206	0.230	0.254	0.285	0.308	0.321	0.346	0.374	0.391	0.395	0.403	0.398	0.406	0.407	0.409	0.409	0.411	0.412	0.412	0.415	0.415	0.416	0.418	0.418	0.419	0.420	0.421	0.423	0.424	0.425	0.425	0.424	0.419	
F6	0.051	0.052	0.058	0.067	0.086	0.116	0.159	0.200	0.234	0.276	0.308	0.330	0.351	0.372	0.394	0.412	0.433	0.443	0.451	0.450	0.456	0.464	0.464	0.475	0.478	0.482	0.486	0.491	0.495	0.495	0.505	0.503	0.505	0.511	0.513	0.516	0.517	0.513	0.512	0.510	0.513	0.523	0.526	0.525	
F7	0.040	0.051	0.055	0.062	0.075	0.096	0.131	0.171	0.210	0.261	0.304	0.326	0.362	0.387	0.396	0.405	0.413	0.419	0.429	0.431	0.437	0.444	0.444	0.448	0.454	0.453	0.453	0.452	0.452	0.446	0.444	0.439	0.437	0.437	0.437	0.432	0.435	0.439	0.441	0.441	0.442	0.443	0.441	0.440	
F8	0.043	0.050	0.051	0.053	0.057	0.065	0.077	0.099	0.135	0.162	0.189	0.218	0.247	0.272	0.306	0.337	0.369	0.405	0.437	0.461	0.477	0.492	0.498	0.512	0.520	0.518	0.516	0.513	0.504	0.505	0.519	0.530	0.529	0.521	0.511	0.500	0.481	0.465	0.452	0.446	0.440	0.437	0.434	0.431	
F9	0.048	0.051	0.053	0.057	0.064	0.079	0.106	0.154	0.199	0.239	0.285	0.328	0.353	0.379	0.408	0.434	0.450	0.462	0.478	0.479	0.488	0.506	0.499	0.511	0.526	0.523	0.531	0.547	0.557	0.551	0.553	0.559	0.556	0.543	0.545	0.532	0.541	0.536	0.528	0.523	0.516	0.514	0.514	0.505	
F10	0.042	0.048	0.050	0.053	0.059	0.069	0.089	0.125	0.171	0.222	0.280	0.325	0.356	0.378	0.395	0.406	0.415	0.427	0.436	0.446	0.453	0.460	0.466	0.472	0.477	0.481	0.485	0.489	0.492	0.495	0.498	0.501	0.503	0.505	0.507	0.509	0.513	0.513	0.517	0.521	0.525	0.527	0.529	0.533	
F11	0.040	0.048	0.049	0.050	0.053	0.058	0.068	0.088	0.120	0.165	0.207	0.253	0.303	0.345	0.376	0.396	0.410	0.421	0.431	0.432	0.435	0.442	0.440	0.445	0.448	0.446	0.446	0.450	0.448	0.448	0.455	0.458	0.461	0.464	0.467	0.467	0.470	0.474	0.478	0.483	0.487	0.493	0.496	0.500	
F12	0.048	0.049	0.052	0.056	0.065	0.082	0.113	0.158	0.199	0.243	0.290	0.312	0.359	0.448	0.524	0.569	0.597	0.618	0.635	0.647	0.668	0.687	0.703	0.716	0.723	0.730	0.727	0.737	0.740	0.752	0.743	0.749	0.746	0.756	0.761	0.762	0.776	0.773	0.773	0.780	0.763	0.792	0.787	0.757	
G1	0.048	0.049	0.050	0.052	0.057	0.064	0.077	0.101	0.132	0.173	0.197	0.228	0.271	0.306	0.330	0.353	0.381	0.412	0.444	0.467	0.484	0.499	0.507	0.514	0.520	0.523	0.527	0.535	0.537	0.543	0.545	0.545	0.544	0.545	0.540	0.543	0.540	0.534	0.535	0.536	0.536	0.536	0.537	0.533	
